Negotiation_ID,Product_Name,Listed_Price,Offered_Price,Final_Price,Discount_%,Buyer_Message,Seller_Message,Sentiment,Outcome
NEG0719,Sunglasses,7633.0,6459.0,6459.0,15.38,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Accepted
NEG0720,Belt,9166.0,6831.0,7821.0,14.67,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0721,Kurta,3882.0,1994.0,2375.0,38.82,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Positive,Accepted
NEG0722,Catering,6158.0,3357.0,3357.0,45.49,Can you please lower the price a bit?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0723,Shoes,2382.0,2244.0,2244.0,5.79,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Accepted
NEG0724,Cleaning Service,628.0,543.0,543.0,13.54,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0725,Bag,9318.0,7311.0,7311.0,21.54,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Negative,Accepted
NEG0726,Cleaning Service,6956.0,5462.0,5462.0,21.48,Is there any discount if I buy more?,"Alright, let’s meet halfway.",Positive,Accepted
NEG0727,Plumbing,7615.0,6815.0,6815.0,10.51,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Accepted
NEG0728,Tutoring,6498.0,5473.0,5512.0,15.17,Is there any discount if I buy more?,This is the best price I can offer.,Positive,Pending
NEG0729,Sofa,1902.0,1398.0,1398.0,26.5,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Neutral,Accepted
NEG0730,Plumbing,8361.0,4905.0,5647.0,32.46,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Rejected
NEG0731,Kurta,1895.0,1563.0,1563.0,17.52,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Positive,Accepted
NEG0732,Sunglasses,2276.0,1292.0,1292.0,43.23,"That's too expensive, I can pay less.","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0733,Kurta,6994.0,5084.0,6108.0,12.67,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0734,T-shirt,4636.0,2384.0,3759.0,18.92,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Neutral,Accepted
NEG0735,Catering,9775.0,7038.0,8770.0,10.28,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Positive,Pending
NEG0736,Cupboard,3002.0,2824.0,2928.0,2.47,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0737,Sunglasses,1485.0,1408.0,1408.0,5.19,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Positive,Accepted
NEG0738,Bed,6151.0,4935.0,4935.0,19.77,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Negative,Accepted
NEG0739,Table,4585.0,3753.0,3753.0,18.15,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Accepted
NEG0740,Table,5777.0,4869.0,4869.0,15.72,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Negative,Accepted
NEG0741,Chair,2628.0,1534.0,1534.0,41.63,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Positive,Accepted
NEG0742,Bag,7781.0,5517.0,6120.0,21.35,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Rejected
NEG0743,Jeans,1813.0,1553.0,1718.0,5.24,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Positive,Accepted
NEG0744,Cupboard,1190.0,948.0,1152.0,3.19,Can you make it a round number?,"Okay, I can reduce a little for you.",Positive,Accepted
NEG0745,Sofa,8187.0,6642.0,7787.0,4.89,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Positive,Pending
NEG0746,Cupboard,3539.0,1801.0,3145.0,11.13,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Pending
NEG0747,Jacket,903.0,791.0,791.0,12.4,Can you make it a round number?,"Sorry, the price is already discounted.",Positive,Accepted
NEG0748,Jeans,7637.0,4200.0,4200.0,45.0,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Negative,Accepted
NEG0749,Kurta,2797.0,1556.0,1556.0,44.37,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Neutral,Accepted
NEG0750,Bag,8990.0,7605.0,7605.0,15.41,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Negative,Accepted
NEG0751,Sunglasses,5344.0,4591.0,5181.0,3.05,Can you make it a round number?,"If you buy more, I can give a small discount.",Negative,Rejected
NEG0752,Kurta,9592.0,7209.0,7209.0,24.84,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0753,Chair,2024.0,1560.0,1560.0,22.92,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Accepted
NEG0754,Table,2549.0,1403.0,2421.0,5.02,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Rejected
NEG0755,T-shirt,2287.0,1535.0,1938.0,15.26,"Your price seems high, can we settle in between?",This is the best price I can offer.,Negative,Accepted
NEG0756,Sunglasses,5751.0,3372.0,3372.0,41.37,Is there any discount if I buy more?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0757,Bed,8627.0,5110.0,5110.0,40.77,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0758,Plumbing,944.0,552.0,552.0,41.53,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Negative,Accepted
NEG0759,Plumbing,9099.0,7363.0,7363.0,19.08,"Your price seems high, can we settle in between?","Sorry, the price is already discounted.",Neutral,Accepted
NEG0760,Cleaning Service,4449.0,3865.0,3865.0,13.13,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Positive,Accepted
NEG0761,T-shirt,5202.0,4145.0,4992.0,4.04,"Your price seems high, can we settle in between?","Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0762,Tutoring,1965.0,1592.0,1789.0,8.96,"That's too expensive, I can pay less.","Price firm, can’t reduce further.",Positive,Pending
NEG0763,Bag,983.0,663.0,761.0,22.58,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Negative,Accepted
NEG0764,Sunglasses,1220.0,1061.0,1077.0,11.72,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Positive,Accepted
NEG0765,Cupboard,1704.0,1182.0,1188.0,30.28,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Pending
NEG0766,Table,8064.0,5636.0,5636.0,30.11,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Positive,Accepted
NEG0767,Bag,4612.0,2439.0,3777.0,18.1,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Neutral,Accepted
NEG0768,Jacket,8741.0,5352.0,5605.0,35.88,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Accepted
NEG0769,Home Painting,501.0,383.0,406.0,18.96,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Neutral,Accepted
NEG0770,Bed,8258.0,4130.0,4130.0,49.99,Is there any discount if I buy more?,This is the best price I can offer.,Negative,Accepted
NEG0771,Sunglasses,1644.0,1484.0,1575.0,4.2,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Neutral,Rejected
NEG0772,Table,4297.0,3660.0,3660.0,14.82,Can you please lower the price a bit?,This is the best price I can offer.,Positive,Accepted
NEG0773,Cleaning Service,7917.0,7497.0,7497.0,5.31,Can you make it a round number?,"Price firm, can’t reduce further.",Positive,Accepted
NEG0774,Jeans,7397.0,5016.0,7120.0,3.74,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Neutral,Rejected
NEG0775,Cleaning Service,8209.0,7458.0,7458.0,9.15,Can you make it a round number?,"Okay deal, I’ll accept that price.",Positive,Accepted
NEG0776,Jeans,4014.0,2895.0,3811.0,5.06,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Negative,Pending
NEG0777,Tutoring,5581.0,3069.0,3069.0,45.01,Can you please lower the price a bit?,"Okay deal, I’ll accept that price.",Neutral,Accepted
NEG0778,Belt,6368.0,5100.0,5457.0,14.31,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Neutral,Rejected
NEG0779,Plumbing,8614.0,7171.0,7171.0,16.75,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Neutral,Accepted
NEG0780,Sofa,747.0,709.0,709.0,5.09,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Accepted
NEG0781,Jacket,9862.0,5828.0,5828.0,40.9,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0782,Saree,9990.0,6434.0,7066.0,29.27,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Positive,Rejected
NEG0783,Catering,9626.0,8135.0,8135.0,15.49,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Positive,Accepted
NEG0784,Belt,3312.0,2720.0,2720.0,17.87,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Positive,Accepted
NEG0785,Jeans,6198.0,4202.0,5530.0,10.78,Is there any discount if I buy more?,"Price firm, can’t reduce further.",Neutral,Accepted
NEG0786,Sofa,3889.0,3229.0,3815.0,1.9,Can you make it a round number?,"Okay deal, I’ll accept that price.",Negative,Accepted
NEG0787,Cupboard,6157.0,3413.0,3690.0,40.07,"That's too expensive, I can pay less.",This is the best price I can offer.,Positive,Pending
NEG0788,Table,8740.0,5485.0,8647.0,1.06,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Positive,Rejected
NEG0789,Tutoring,4585.0,2881.0,2881.0,37.16,"If I pay in cash, can I get a discount?",This is the best price I can offer.,Positive,Accepted
NEG0790,Bag,2688.0,1705.0,1705.0,36.57,"I’m a regular customer, please give a better deal.","Alright, let’s meet halfway.",Negative,Accepted
NEG0791,Shoes,7911.0,5216.0,5638.0,28.73,"If I pay in cash, can I get a discount?","Okay, I can reduce a little for you.",Negative,Rejected
NEG0792,Tutoring,9362.0,8680.0,9220.0,1.52,Can you make it a round number?,"Sorry, the price is already discounted.",Neutral,Accepted
NEG0793,Bed,2046.0,1900.0,1971.0,3.67,Can you make it a round number?,This is the best price I can offer.,Positive,Pending
NEG0794,Saree,6830.0,6464.0,6464.0,5.36,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Negative,Accepted
NEG0795,Saree,7114.0,6699.0,6699.0,5.83,Can you make it a round number?,This is the best price I can offer.,Negative,Accepted
NEG0796,Tutoring,5398.0,3282.0,4571.0,15.32,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Negative,Accepted
NEG0797,Cupboard,8961.0,5999.0,6678.0,25.48,"That's too expensive, I can pay less.","Sorry, the price is already discounted.",Positive,Rejected
NEG0798,Cleaning Service,751.0,433.0,433.0,42.34,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Negative,Accepted
NEG0799,Sofa,707.0,596.0,684.0,3.25,"I’m a regular customer, please give a better deal.","Okay deal, I’ll accept that price.",Negative,Accepted
NEG0800,Tutoring,9355.0,6269.0,7808.0,16.54,Can you please lower the price a bit?,"Price firm, can’t reduce further.",Neutral,Rejected
NEG0801,Sunglasses,9944.0,8276.0,8276.0,16.77,"If I pay in cash, can I get a discount?","Alright, let’s meet halfway.",Positive,Accepted
NEG0802,Watch,3808.0,2748.0,2748.0,27.84,"Your price seems high, can we settle in between?",This is the best price I can offer.,Neutral,Accepted
NEG0803,Bag,6901.0,3811.0,3811.0,44.78,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Positive,Accepted
NEG0804,Catering,7141.0,3922.0,5439.0,23.83,"I’m a regular customer, please give a better deal.","If you buy more, I can give a small discount.",Neutral,Rejected
NEG0805,Cupboard,3958.0,3662.0,3662.0,7.48,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Negative,Accepted
NEG0806,Shoes,8630.0,5638.0,5638.0,34.67,Can you make it a round number?,"Okay, I can reduce a little for you.",Neutral,Accepted
NEG0807,Jeans,4284.0,2340.0,2843.0,33.64,Can you please lower the price a bit?,"If you buy more, I can give a small discount.",Positive,Rejected
NEG0808,Bag,8087.0,7169.0,7282.0,9.95,Can you please lower the price a bit?,"Alright, let’s meet halfway.",Negative,Accepted
NEG0809,Plumbing,1661.0,1341.0,1496.0,9.93,"That's too expensive, I can pay less.","Alright, let’s meet halfway.",Neutral,Accepted
NEG0810,Watch,1198.0,912.0,912.0,23.87,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Negative,Accepted
NEG0811,Tutoring,1314.0,872.0,872.0,33.64,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Neutral,Accepted
NEG0812,Home Painting,8187.0,4307.0,4307.0,47.39,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Positive,Accepted
NEG0813,Tutoring,4705.0,4095.0,4095.0,12.96,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Neutral,Accepted
NEG0814,Saree,8512.0,5836.0,5836.0,31.44,"I’m a regular customer, please give a better deal.","Okay, I can reduce a little for you.",Positive,Accepted
NEG0815,Tutoring,3688.0,2170.0,2416.0,34.49,"Your price seems high, can we settle in between?","Alright, let’s meet halfway.",Neutral,Rejected
NEG0816,Table,4707.0,3934.0,3934.0,16.42,"If I pay in cash, can I get a discount?","Okay deal, I’ll accept that price.",Negative,Accepted
NEG0817,Kurta,3306.0,2491.0,2862.0,13.43,"I’m a regular customer, please give a better deal.","Sorry, the price is already discounted.",Negative,Rejected
NEG0818,Home Painting,9665.0,6244.0,6244.0,35.4,"If I pay in cash, can I get a discount?","If you buy more, I can give a small discount.",Negative,Accepted
NEG0819,Bag,8914.0,7851.0,8135.0,8.74,"Your price seems high, can we settle in between?",This is the best price I can offer.,Positive,Accepted
NEG0820,Bag,2283.0,1532.0,1697.0,25.67,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Positive,Accepted
NEG0821,Home Painting,1408.0,1070.0,1070.0,24.01,"Your price seems high, can we settle in between?","Okay, I can reduce a little for you.",Negative,Accepted
NEG0822,Belt,5730.0,5012.0,5523.0,3.61,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Positive,Rejected
NEG0823,Tutoring,6408.0,4729.0,4729.0,26.2,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Accepted
NEG0824,Belt,2460.0,1923.0,1923.0,21.83,"If I pay in cash, can I get a discount?","Sorry, the price is already discounted.",Positive,Accepted
NEG0825,Shoes,6565.0,3308.0,3308.0,49.61,"Your price seems high, can we settle in between?",This is the best price I can offer.,Positive,Accepted
NEG0826,Kurta,2106.0,1538.0,1538.0,26.97,"That's too expensive, I can pay less.","Okay, I can reduce a little for you.",Negative,Accepted
NEG0827,Bag,6500.0,3753.0,3753.0,42.26,Is there any discount if I buy more?,"Sorry, the price is already discounted.",Negative,Accepted
NEG0828,Bag,4972.0,3687.0,3687.0,25.84,"Your price seems high, can we settle in between?","If you buy more, I can give a small discount.",Negative,Accepted
NEG0829,Chair,6119.0,4266.0,4662.0,23.81,Can you make it a round number?,This is the best price I can offer.,Positive,Accepted
NEG0830,Jacket,2775.0,1534.0,1534.0,44.72,"That's too expensive, I can pay less.","If you buy more, I can give a small discount.",Neutral,Accepted
NEG0831,Jacket,6623.0,3861.0,4438.0,32.99,"I’m a regular customer, please give a better deal.",This is the best price I can offer.,Positive,Accepted
NEG0832,Home Painting,5811.0,4130.0,4130.0,28.93,"I’m a regular customer, please give a better deal.","Price firm, can’t reduce further.",Negative,Accepted
